sample_idx,shapley_value,label,is_noisy,is_outlier,is_redundant,is_high_value
26827,1.9000000000000004,1,False,False,False,True
56615,1.9000000000000004,0,False,False,False,True
19555,1.9000000000000004,0,False,False,False,True
27427,1.9000000000000004,0,False,False,False,True
2218,1.9000000000000004,1,False,False,False,True
24838,1.8000000000000005,0,False,False,False,True
17693,1.8000000000000005,0,False,False,False,True
61584,1.8000000000000005,0,False,False,False,True
5536,1.8000000000000005,0,False,False,False,True
30746,1.8000000000000005,0,False,False,False,True
50384,1.8000000000000005,0,False,False,False,True
2519,1.8000000000000005,0,False,False,False,True
33681,1.8000000000000005,1,False,False,False,True
25269,1.8000000000000005,0,False,False,False,True
6750,1.8000000000000005,0,False,False,False,True
60979,1.7000000000000004,0,False,False,False,True
33063,1.7000000000000004,0,False,False,False,True
28452,1.7000000000000004,0,False,False,False,True
70151,1.7000000000000004,0,False,False,False,True
15397,1.7000000000000004,1,False,False,False,True
46258,1.7000000000000004,0,False,False,False,True
8585,1.7000000000000004,1,False,False,False,True
28562,1.7000000000000004,0,False,False,False,True
25648,1.7000000000000004,0,False,False,False,True
71553,1.7000000000000004,0,False,False,False,True
45449,1.7000000000000004,0,False,False,False,True
68710,1.7000000000000004,1,False,False,False,True
41373,1.7000000000000004,0,False,False,False,True
22673,1.7000000000000004,0,False,False,False,True
27232,1.7000000000000004,0,False,False,False,True
10415,1.7000000000000004,0,False,False,False,True
61479,1.7000000000000004,1,False,False,False,True
7423,1.7000000000000004,0,False,False,False,True
49225,1.7000000000000004,0,False,False,False,True
58303,1.7000000000000004,0,False,False,False,True
26453,1.7000000000000004,1,False,False,False,True
59798,1.7000000000000004,0,False,False,False,True
54427,1.7000000000000004,1,False,False,False,True
61715,1.7000000000000004,0,False,False,False,True
12018,1.7000000000000002,0,False,False,False,True
57870,1.6000000000000003,0,False,False,False,True
60426,1.6000000000000003,1,False,False,False,True
37111,1.6000000000000003,0,False,False,False,True
51634,1.6000000000000003,1,False,False,False,True
70645,1.6000000000000003,0,False,False,False,True
58002,1.6000000000000003,0,False,False,False,True
46943,1.6000000000000003,0,False,False,False,True
58874,1.6000000000000003,1,False,False,False,True
19075,1.6000000000000003,0,False,False,False,True
30188,1.6000000000000003,0,False,False,False,True
24395,1.6000000000000003,0,False,False,False,True
32093,1.6000000000000003,0,False,False,False,True
66713,1.6000000000000003,1,False,False,False,True
18442,1.6000000000000003,1,False,False,False,True
68434,1.6000000000000003,0,False,False,False,True
34608,1.6000000000000003,1,False,False,False,True
19559,1.6000000000000003,1,False,False,False,True
33912,1.6000000000000003,1,False,False,False,True
8156,1.6000000000000003,0,False,False,False,True
1132,1.6000000000000003,0,False,False,False,True
58584,1.6000000000000003,0,False,False,False,True
1985,1.6000000000000003,1,False,False,False,True
24183,1.6000000000000003,0,False,False,False,True
42119,1.6000000000000003,0,False,False,False,True
24195,1.6000000000000003,1,False,False,False,True
37390,1.6000000000000003,0,False,False,False,True
65586,1.6000000000000003,0,False,False,False,True
68740,1.6000000000000003,0,False,False,False,True
66341,1.6000000000000003,0,False,False,False,True
35867,1.6000000000000003,1,False,False,False,True
17521,1.6000000000000003,0,False,False,False,True
38873,1.6000000000000003,0,False,False,False,True
9216,1.6000000000000003,0,False,False,False,True
40041,1.5000000000000002,0,False,False,False,True
51611,1.5000000000000002,0,False,False,False,True
65666,1.5000000000000002,1,False,False,False,True
31290,1.5000000000000002,1,False,False,False,True
40667,1.5000000000000002,0,False,False,False,True
67699,1.5000000000000002,0,False,False,False,True
25988,1.5000000000000002,0,False,False,False,True
31572,1.5000000000000002,1,False,False,False,True
4314,1.5000000000000002,0,False,False,False,True
64098,1.5000000000000002,1,False,False,False,True
19961,1.5000000000000002,1,False,False,False,True
35718,1.5000000000000002,0,False,False,False,True
70292,1.5000000000000002,1,False,False,False,True
22245,1.5000000000000002,1,False,False,False,True
20873,1.5000000000000002,1,False,False,False,True
6093,1.5000000000000002,0,False,False,False,True
15840,1.5000000000000002,0,False,False,False,True
59793,1.5000000000000002,1,False,False,False,True
2709,1.5000000000000002,0,False,False,False,True
54409,1.5000000000000002,0,False,False,False,True
43926,1.5000000000000002,0,False,False,False,True
60132,1.5000000000000002,0,False,False,False,True
13871,1.5000000000000002,0,False,False,False,True
9923,1.5000000000000002,0,False,False,False,True
39217,1.5000000000000002,0,False,False,False,True
61792,1.5000000000000002,0,False,False,False,True
62190,1.5000000000000002,1,False,False,False,True
58807,1.5000000000000002,0,False,False,False,True
70033,1.5000000000000002,0,False,False,False,True
63502,1.5000000000000002,0,False,False,False,True
48568,1.5000000000000002,1,False,False,False,True
56504,1.5000000000000002,0,False,False,False,True
39363,1.5000000000000002,0,False,False,False,True
1967,1.5000000000000002,1,False,False,False,True
27439,1.5000000000000002,0,False,False,False,True
54188,1.5000000000000002,0,False,False,False,True
5453,1.5000000000000002,0,False,False,False,True
58700,1.5000000000000002,1,False,False,False,True
11945,1.5000000000000002,1,False,False,False,True
32329,1.5000000000000002,0,False,False,False,True
56047,1.5000000000000002,1,False,False,False,True
54271,1.5000000000000002,0,False,False,False,True
45111,1.5000000000000002,0,False,False,False,True
7230,1.4000000000000001,0,False,False,False,True
15079,1.4000000000000001,0,False,False,False,True
39609,1.4000000000000001,1,False,False,False,True
31418,1.4000000000000001,0,False,False,False,True
14979,1.4000000000000001,0,False,False,False,True
23332,1.4000000000000001,0,False,False,False,True
49147,1.4000000000000001,0,False,False,False,True
22012,1.4000000000000001,0,False,False,False,True
48224,1.4000000000000001,0,False,False,False,True
48213,1.4000000000000001,0,False,False,False,True
20684,1.4000000000000001,0,False,False,False,True
19230,1.4000000000000001,1,False,False,False,True
3817,1.4000000000000001,0,False,False,False,True
7412,1.4000000000000001,1,False,False,False,True
42882,1.4000000000000001,1,False,False,False,True
51356,1.4000000000000001,0,False,False,False,True
65527,1.4000000000000001,0,False,False,False,True
29549,1.4000000000000001,0,False,False,False,True
7351,1.4000000000000001,1,False,False,False,True
62079,1.4000000000000001,0,False,False,False,True
56845,1.4000000000000001,0,False,False,False,True
9108,1.4000000000000001,0,False,False,False,True
2628,1.4000000000000001,0,False,False,False,True
35261,1.4000000000000001,0,False,False,False,True
24310,1.4000000000000001,0,False,False,False,True
23653,1.4000000000000001,1,False,False,False,True
26343,1.4000000000000001,0,False,False,False,True
23644,1.4000000000000001,0,False,False,False,True
20820,1.4000000000000001,0,False,False,False,True
11208,1.4000000000000001,0,False,False,False,True
2750,1.4000000000000001,1,False,False,False,True
14325,1.4000000000000001,0,False,False,False,True
52573,1.4000000000000001,0,False,False,False,True
14311,1.4000000000000001,0,False,False,False,True
36337,1.3,0,False,False,False,True
7172,1.3,0,False,False,False,True
33555,1.3,0,False,False,False,True
12581,1.3,0,False,False,False,True
57413,1.3,0,False,False,False,True
23830,1.3,0,False,False,False,True
58391,1.3,0,False,False,False,True
18710,1.3,0,False,False,False,True
3661,1.3,0,False,False,False,True
27135,1.3,0,False,False,False,True
22659,1.3,1,False,False,False,True
71699,1.3,0,False,False,False,True
2283,1.3,0,False,False,False,True
17057,1.3,0,False,False,False,True
66552,1.3,1,False,False,False,True
59124,1.3,0,False,False,False,True
65484,1.3,1,False,False,False,True
34183,1.3,0,False,False,False,True
42853,1.3,0,False,False,False,True
23051,1.3,0,False,False,False,True
20031,1.3,1,False,False,False,True
39215,1.3,0,False,False,False,True
66336,1.3,1,False,False,False,True
2757,1.3,1,False,False,False,True
70283,1.3,1,False,False,False,True
13244,1.3,0,False,False,False,True
2681,1.3,0,False,False,False,True
26024,1.3,0,False,False,False,True
50713,1.3,0,False,False,False,True
47502,1.3,0,False,False,False,True
44839,1.3,1,False,False,False,True
10837,1.3,0,False,False,False,True
17879,1.3,0,False,False,False,True
39296,1.3,0,False,False,False,True
46637,1.3,1,False,False,False,True
34897,1.3,0,False,False,False,True
24938,1.3,1,False,False,False,True
11136,1.3,1,False,False,False,True
68950,1.3,1,False,False,False,True
37760,1.3,0,False,False,False,True
57871,1.2,1,False,False,False,True
48138,1.2,1,False,False,False,True
64574,1.2,1,False,False,False,True
50207,1.2,0,False,False,False,True
59532,1.2,1,False,False,False,True
48907,1.2,0,False,False,False,True
8716,1.2,1,False,False,False,True
4499,1.2,0,False,False,False,True
56718,1.2,0,False,False,False,True
39204,1.2,0,False,False,False,True
5939,1.2,0,False,False,False,True
23154,1.2,1,False,False,False,True
3624,1.2,0,False,False,False,True
66633,1.2,0,False,False,False,True
66797,1.2,1,False,False,False,True
61534,1.2,1,False,False,False,True
16944,1.2,0,False,False,False,True
35515,1.2,0,False,False,False,True
50143,1.2,0,False,False,False,True
39341,1.2,0,False,False,False,True
60304,1.2,0,False,False,False,True
16201,1.2,0,False,False,False,True
22857,1.2,0,False,False,False,True
58335,1.2,0,False,False,False,True
58054,1.2,0,False,False,False,True
24951,1.2,1,False,False,False,True
71473,1.2,1,False,False,False,True
34828,1.2,0,False,False,False,True
59788,1.2,0,False,False,False,True
38937,1.2,1,False,False,False,True
56624,1.2,0,False,False,False,True
24794,1.2,0,False,False,False,True
42466,1.2,1,False,False,False,True
20397,1.2,0,False,False,False,True
44403,1.2,0,False,False,False,True
49204,1.2,0,False,False,False,True
23087,1.2,0,False,False,False,True
45427,1.2,0,False,False,False,True
56352,1.2,1,False,False,False,True
23415,1.2,0,False,False,False,True
56542,1.2,1,False,False,False,True
60129,1.2,0,False,False,False,True
16599,1.2,1,False,False,False,True
21254,1.2,0,False,False,False,True
65680,1.2,0,False,False,False,True
41924,1.2,0,False,False,False,True
66746,1.2,1,False,False,False,True
2178,1.2,0,False,False,False,True
11622,1.2,0,False,False,False,True
10291,1.2,0,False,False,False,True
41244,1.2,0,False,False,False,True
38777,1.2,1,False,False,False,True
54548,1.2,0,False,False,False,True
26064,1.2,1,False,False,False,True
64603,1.2,1,False,False,False,True
46412,1.2,1,False,False,False,True
25660,1.2,0,False,False,False,True
27760,1.2,0,False,False,False,True
53773,1.2,1,False,False,False,True
18804,1.2,0,False,False,False,True
62426,1.2,0,False,False,False,True
37821,1.2,0,False,False,False,True
62339,1.2,0,False,False,False,True
41046,1.2,1,False,False,False,True
66400,1.2,0,False,False,False,True
66472,1.2,1,False,False,False,True
19429,1.2,1,False,False,False,True
52188,1.2,0,False,False,False,True
43686,1.2,0,False,False,False,True
46888,1.2,1,False,False,False,True
45262,1.0999999999999999,1,False,False,False,True
56586,1.0999999999999999,0,False,False,False,True
65960,1.0999999999999999,1,False,False,False,True
26525,1.0999999999999999,1,False,False,False,True
44690,1.0999999999999999,1,False,False,False,True
49291,1.0999999999999999,0,False,False,False,True
56244,1.0999999999999999,1,False,False,False,True
68475,1.0999999999999999,1,False,False,False,True
41739,1.0999999999999999,0,False,False,False,True
59471,1.0999999999999999,0,False,False,False,True
32982,1.0999999999999999,0,False,False,False,True
976,1.0999999999999999,0,False,False,False,True
45818,1.0999999999999999,0,False,False,False,True
27323,1.0999999999999999,0,False,False,False,True
53768,1.0999999999999999,0,False,False,False,True
5239,1.0999999999999999,0,False,False,False,True
22238,1.0999999999999999,0,False,False,False,True
14860,1.0999999999999999,0,False,False,False,True
61359,1.0999999999999999,0,False,False,False,True
63747,1.0999999999999999,0,False,False,False,True
59401,1.0999999999999999,0,False,False,False,True
44497,1.0999999999999999,1,False,False,False,True
6243,1.0999999999999999,0,False,False,False,True
11928,1.0999999999999999,0,False,False,False,True
25921,1.0999999999999999,1,False,False,False,True
30923,1.0999999999999999,0,False,False,False,True
6341,1.0999999999999999,0,False,False,False,True
4219,1.0999999999999999,1,False,False,False,True
46651,1.0999999999999999,0,False,False,False,True
27597,1.0999999999999999,0,False,False,False,True
54792,1.0999999999999999,0,False,False,False,True
33724,1.0999999999999999,0,False,False,False,True
49504,1.0999999999999999,0,False,False,False,True
51284,1.0999999999999999,0,False,False,False,True
683,1.0999999999999999,0,False,False,False,True
53419,1.0999999999999999,0,False,False,False,True
28984,1.0999999999999999,0,False,False,False,True
33319,1.0999999999999999,0,False,False,False,True
47322,1.0999999999999999,0,False,False,False,True
10411,1.0999999999999999,1,False,False,False,True
14687,1.0999999999999999,0,False,False,False,True
61958,1.0999999999999999,0,False,False,False,True
10654,1.0999999999999999,0,False,False,False,True
3270,1.0999999999999999,0,False,False,False,True
21946,1.0999999999999999,0,False,False,False,True
15123,1.0999999999999999,0,False,False,False,True
31619,1.0999999999999999,1,False,False,False,True
52487,1.0999999999999999,0,False,False,False,True
54239,1.0999999999999999,1,False,False,False,True
52780,1.0999999999999999,0,False,False,False,True
44312,1.0999999999999999,1,False,False,False,True
34392,1.0999999999999999,0,False,False,False,True
56758,1.0999999999999999,1,False,False,False,True
20677,1.0999999999999999,0,False,False,False,True
59951,1.0999999999999999,0,False,False,False,True
34371,1.0999999999999999,0,False,False,False,True
44073,1.0999999999999999,1,False,False,False,True
67161,1.0999999999999999,0,False,False,False,True
68445,1.0999999999999999,0,False,False,False,True
2430,1.0999999999999999,0,False,False,False,True
45282,1.0999999999999999,0,False,False,False,True
67622,1.0999999999999999,0,False,False,False,True
10141,1.0999999999999999,0,False,False,False,True
60878,1.0999999999999999,0,False,False,False,True
50164,1.0999999999999999,0,False,False,False,True
70644,1.0999999999999999,1,False,False,False,True
2051,1.0999999999999999,0,False,False,False,True
29899,1.0999999999999999,0,False,False,False,True
18629,1.0999999999999999,0,False,False,False,True
67405,1.0999999999999999,0,False,False,False,True
32131,1.0999999999999999,0,False,False,False,True
30336,1.0999999999999999,1,False,False,False,True
32304,1.0999999999999999,1,False,False,False,True
56855,1.0999999999999999,1,False,False,False,True
17555,1.0999999999999999,0,False,False,False,True
35565,1.0999999999999999,0,False,False,False,True
19582,1.0999999999999999,0,False,False,False,True
55726,1.0999999999999999,0,False,False,False,True
19324,1.0999999999999999,0,False,False,False,True
49068,1.0999999999999999,0,False,False,False,True
13258,1.0999999999999999,1,False,False,False,True
53865,1.0999999999999999,0,False,False,False,True
19343,1.0999999999999999,0,False,False,False,True
43895,1.0999999999999999,1,False,False,False,True
38453,1.0999999999999999,0,False,False,False,True
35351,1.0999999999999999,1,False,False,False,True
39137,0.9999999999999999,0,False,False,False,True
35953,0.9999999999999999,0,False,False,False,True
47958,0.9999999999999999,0,False,False,False,True
68430,0.9999999999999999,1,False,False,False,True
64979,0.9999999999999999,0,False,False,False,True
68038,0.9999999999999999,1,False,False,False,True
1304,0.9999999999999999,0,False,False,False,True
62522,0.9999999999999999,1,False,False,False,True
28455,0.9999999999999999,0,False,False,False,True
6994,0.9999999999999999,0,False,False,False,True
39150,0.9999999999999999,0,False,False,False,True
32142,0.9999999999999999,0,False,False,False,True
2667,0.9999999999999999,0,False,False,False,True
23045,0.9999999999999999,0,False,False,False,True
20978,0.9999999999999999,1,False,False,False,True
19111,0.9999999999999999,0,False,False,False,True
54878,0.9999999999999999,0,False,False,False,True
66835,0.9999999999999999,0,False,False,False,True
62704,0.9999999999999999,0,False,False,False,True
32601,0.9999999999999999,0,False,False,False,True
55632,0.9999999999999999,1,False,False,False,True
68473,0.9999999999999999,0,False,False,False,True
7996,0.9999999999999999,0,False,False,False,True
15717,0.9999999999999999,1,False,False,False,True
10686,0.9999999999999999,1,False,False,False,True
56694,0.9999999999999999,0,False,False,False,True
4486,0.9999999999999999,1,False,False,False,True
52859,0.9999999999999999,0,False,False,False,True
39297,0.9999999999999999,1,False,False,False,True
32526,0.9999999999999999,0,False,False,False,True
21506,0.9999999999999999,0,False,False,False,True
12025,0.9999999999999999,0,False,False,False,True
40123,0.9999999999999999,0,False,False,False,True
57593,0.9999999999999999,0,False,False,False,True
45426,0.9999999999999999,0,False,False,False,True
35828,0.9999999999999999,0,False,False,False,True
38726,0.9999999999999999,0,False,False,False,True
6128,0.9999999999999999,1,False,False,False,True
15619,0.9999999999999999,0,False,False,False,True
64713,0.9999999999999999,0,False,False,False,True
23009,0.9999999999999999,0,False,False,False,True
28986,0.9999999999999999,1,False,False,False,True
63117,0.9999999999999999,0,False,False,False,True
46597,0.9999999999999999,0,False,False,False,True
35184,0.9999999999999999,0,False,False,False,True
28508,0.9999999999999999,1,False,False,False,True
10765,0.9999999999999999,1,False,False,False,True
19575,0.9999999999999999,0,False,False,False,True
29395,0.9999999999999999,1,False,False,False,True
18441,0.9999999999999999,0,False,False,False,True
9201,0.9999999999999999,0,False,False,False,True
21850,0.9999999999999999,1,False,False,False,True
38494,0.9999999999999999,1,False,False,False,True
60331,0.9999999999999999,0,False,False,False,True
16611,0.9999999999999999,0,False,False,False,True
12528,0.9999999999999999,0,False,False,False,True
59272,0.9999999999999999,0,False,False,False,True
2477,0.9999999999999999,0,False,False,False,True
55216,0.9999999999999999,1,False,False,False,True
26524,0.9999999999999999,0,False,False,False,True
42830,0.9999999999999999,0,False,False,False,True
3896,0.9999999999999999,0,False,False,False,True
22734,0.9999999999999999,0,False,False,False,True
37963,0.9999999999999999,0,False,False,False,True
44479,0.9999999999999999,0,False,False,False,True
30538,0.9999999999999999,1,False,False,False,True
67286,0.9999999999999999,1,False,False,False,True
10424,0.9999999999999999,0,False,False,False,True
42299,0.9999999999999999,0,False,False,False,True
48769,0.9999999999999999,1,False,False,False,True
54237,0.9999999999999999,0,False,False,False,True
6619,0.9999999999999999,1,False,False,False,True
25589,0.9999999999999999,0,False,False,False,True
34369,0.9999999999999999,0,False,False,False,True
55165,0.9999999999999999,0,False,False,False,True
14272,0.9999999999999999,1,False,False,False,True
36902,0.9999999999999999,1,False,False,False,True
20632,0.9999999999999999,0,False,False,False,True
54002,0.9999999999999999,0,False,False,False,True
48673,0.9999999999999999,0,False,False,False,True
57348,0.9999999999999999,1,False,False,False,True
22566,0.9999999999999999,0,False,False,False,True
69092,0.9999999999999999,0,False,False,False,True
59223,0.9999999999999999,1,False,False,False,True
3748,0.9999999999999999,0,False,False,False,True
21348,0.9999999999999999,0,False,False,False,True
45603,0.9999999999999999,1,False,False,False,True
7722,0.9999999999999999,0,False,False,False,True
14307,0.9999999999999999,1,False,False,False,True
49570,0.9999999999999999,0,False,False,False,True
39747,0.9999999999999999,0,False,False,False,True
38569,0.9999999999999999,1,False,False,False,True
2094,0.9999999999999999,0,False,False,False,True
49574,0.9999999999999999,1,False,False,False,True
1451,0.9999999999999999,0,False,False,False,True
51258,0.9999999999999999,0,False,False,False,True
54442,0.9999999999999999,0,False,False,False,True
47379,0.9999999999999999,0,False,False,False,True
63250,0.9999999999999999,0,False,False,False,True
16343,0.9999999999999999,0,False,False,False,True
39350,0.9999999999999999,0,False,False,False,True
3968,0.9999999999999999,1,False,False,False,True
31059,0.9999999999999999,1,False,False,False,True
69802,0.9999999999999999,0,False,False,False,True
52405,0.9999999999999999,0,False,False,False,True
34769,0.9999999999999999,0,False,False,False,True
47488,0.9999999999999999,0,False,False,False,True
30659,0.9999999999999999,0,False,False,False,True
25227,0.9999999999999999,1,False,False,False,True
55523,0.9999999999999999,0,False,False,False,True
69878,0.9999999999999999,0,False,False,False,True
17787,0.9999999999999999,0,False,False,False,True
36009,0.9999999999999999,0,False,False,False,True
5808,0.8999999999999999,1,False,False,False,True
24517,0.8999999999999999,0,False,False,False,True
15303,0.8999999999999999,1,False,False,False,True
28221,0.8999999999999999,0,False,False,False,True
23898,0.8999999999999999,0,False,False,False,True
28110,0.8999999999999999,0,False,False,False,True
13504,0.8999999999999999,0,False,False,False,True
71442,0.8999999999999999,0,False,False,False,True
7233,0.8999999999999999,1,False,False,False,True
15439,0.8999999999999999,0,False,False,False,True
26884,0.8999999999999999,0,False,False,False,True
44021,0.8999999999999999,0,False,False,False,True
64864,0.8999999999999999,0,False,False,False,True
1144,0.8999999999999999,0,False,False,False,True
59688,0.8999999999999999,0,False,False,False,True
35133,0.8999999999999999,1,False,False,False,True
38018,0.8999999999999999,0,False,False,False,True
67980,0.8999999999999999,0,False,False,False,True
11044,0.8999999999999999,0,False,False,False,True
26912,0.8999999999999999,0,False,False,False,True
54491,0.8999999999999999,1,False,False,False,True
42897,0.8999999999999999,0,False,False,False,True
69674,0.8999999999999999,1,False,False,False,True
23682,0.8999999999999999,0,False,False,False,True
54091,0.8999999999999999,1,False,False,False,True
684,0.8999999999999999,1,False,False,False,True
26769,0.8999999999999999,0,False,False,False,True
34639,0.8999999999999999,1,False,False,False,True
38196,0.8999999999999999,0,False,False,False,True
48179,0.8999999999999999,0,False,False,False,True
27333,0.8999999999999999,1,False,False,False,True
53341,0.8999999999999999,1,False,False,False,True
17996,0.8999999999999999,0,False,False,False,True
24372,0.8999999999999999,1,False,False,False,True
55924,0.8999999999999999,1,False,False,False,True
1092,0.8999999999999999,1,False,False,False,True
49853,0.8999999999999999,0,False,False,False,True
48195,0.8999999999999999,0,False,False,False,True
42272,0.8999999999999999,0,False,False,False,True
37811,0.8999999999999999,0,False,False,False,True
2182,0.8999999999999999,0,False,False,False,True
18228,0.8999999999999999,0,False,False,False,True
65793,0.8999999999999999,0,False,False,False,True
45295,0.8999999999999999,0,False,False,False,True
26303,0.8999999999999999,1,False,False,False,True
46135,0.8999999999999999,0,False,False,False,True
7733,0.8999999999999999,1,False,False,False,True
20438,0.8999999999999999,1,False,False,False,True
5983,0.8999999999999999,1,False,False,False,True
48094,0.8999999999999999,1,False,False,False,True
13949,0.8999999999999999,1,False,False,False,True
18989,0.8999999999999999,0,False,False,False,True
8401,0.8999999999999999,0,False,False,False,True
27502,0.8999999999999999,0,False,False,False,True
62538,0.8999999999999999,0,False,False,False,True
17872,0.8999999999999999,0,False,False,False,True
41072,0.8999999999999999,1,False,False,False,True
48317,0.8999999999999999,1,False,False,False,True
56638,0.8999999999999999,0,False,False,False,True
18117,0.8999999999999999,1,False,False,False,True
63589,0.8999999999999999,0,False,False,False,True
56336,0.8999999999999999,1,False,False,False,True
61527,0.8999999999999999,1,False,False,False,True
6652,0.8999999999999999,0,False,False,False,True
46635,0.8999999999999999,0,False,False,False,True
57400,0.8999999999999999,0,False,False,False,True
6234,0.8999999999999999,0,False,False,False,True
19274,0.8999999999999999,0,False,False,False,True
13123,0.8999999999999999,0,False,False,False,True
51635,0.8999999999999999,1,False,False,False,True
3677,0.8999999999999999,1,False,False,False,True
59443,0.8999999999999999,0,False,False,False,True
71304,0.8999999999999999,0,False,False,False,True
47616,0.8999999999999999,0,False,False,False,True
23059,0.8999999999999999,0,False,False,False,True
31320,0.8999999999999999,0,False,False,False,True
59435,0.8999999999999999,0,False,False,False,True
62314,0.8999999999999999,0,False,False,False,True
40903,0.8999999999999999,0,False,False,False,True
1392,0.8999999999999999,0,False,False,False,True
31466,0.8999999999999999,0,False,False,False,True
54955,0.8999999999999999,0,False,False,False,True
31548,0.8999999999999999,0,False,False,False,True
60368,0.8999999999999999,0,False,False,False,True
64732,0.8999999999999999,0,False,False,False,True
64075,0.8999999999999999,0,False,False,False,True
28776,0.8999999999999999,1,False,False,False,True
62293,0.8999999999999999,0,False,False,False,True
61866,0.8999999999999999,0,False,False,False,True
65583,0.8999999999999999,1,False,False,False,True
59289,0.8999999999999999,0,False,False,False,True
66573,0.8999999999999999,0,False,False,False,True
11317,0.8999999999999999,0,False,False,False,True
55344,0.8999999999999999,1,False,False,False,True
29343,0.8999999999999999,0,False,False,False,True
10224,0.8999999999999999,0,False,False,False,True
25148,0.8999999999999999,0,False,False,False,True
1815,0.8999999999999999,1,False,False,False,True
17149,0.8999999999999999,0,False,False,False,True
31223,0.8999999999999999,0,False,False,False,True
30921,0.8999999999999999,0,False,False,False,True
17342,0.8999999999999999,0,False,False,False,True
16197,0.8999999999999999,0,False,False,False,True
12833,0.8999999999999999,0,False,False,False,True
61232,0.8999999999999999,1,False,False,False,True
36537,0.8999999999999999,0,False,False,False,True
16115,0.8999999999999999,0,False,False,False,True
57240,0.8999999999999999,1,False,False,False,True
51012,0.8999999999999999,1,False,False,False,True
17257,0.8999999999999999,0,False,False,False,True
21199,0.8999999999999999,0,False,False,False,True
36952,0.8999999999999999,0,False,False,False,True
38864,0.8999999999999999,1,False,False,False,True
64013,0.8999999999999999,0,False,False,False,True
36891,0.8999999999999999,1,False,False,False,True
61906,0.8999999999999999,0,False,False,False,True
9734,0.8999999999999999,0,False,False,False,True
56807,0.8999999999999999,0,False,False,False,True
51853,0.8999999999999999,0,False,False,False,True
56882,0.8999999999999999,0,False,False,False,True
64503,0.8999999999999999,1,False,False,False,True
19985,0.8999999999999999,0,False,False,False,True
3576,0.8999999999999999,1,False,False,False,True
46947,0.8999999999999999,0,False,False,False,True
599,0.8999999999999999,0,False,False,False,True
12195,0.8999999999999999,0,False,False,False,True
63958,0.8999999999999999,0,False,False,False,True
12191,0.8999999999999999,1,False,False,False,True
17610,0.8999999999999999,0,False,False,False,True
